"id","name","default_code","categ_id/id","type","tracking","use_expiration_date","uom_id/id","uom_po_id/id","invoice_policy","lst_price","standard_price"
"init.d61859f0-fdb8-57c6-b086-b435cc396c63","IDENTIFICATION BAND - BABY","NM19MAT002","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","16.00","12.80"
"init.990950f7-16b8-54dc-8d1c-a7762c421370","INFUSION GIVING SETS WITH AIR INLET","NM09SET001","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","190.00","152.00"
"init.499dcc91-1b15-5be4-953c-40d1a2fcf966","INHALATION SPACER(FOR 2 YEARS AND ABOVE)","NM20RES031","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","1400.00","1120.00"
"init.166d2d4f-5a3e-5d07-a57e-39cc86ec673e","INSULIN SYRINGES (100) 1ML WITH NEEDLE G31 X 6MM","NM10SYR041","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2000.00","1600.00"
"init.28b23168-3be7-5a59-8fe7-02a3e619af5e","INTERCOSTAL DRAINAGE TUBES - SIZE 28 FG","NM05TUB024","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","420.00","336.00"
"init.f8028bbd-1c0b-584e-a3ed-077791d7a453","INTERCOSTAL DRAINAGE TUBES - SIZE 32 FG","NM05TUB025","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","460.00","368.00"
"init.4af2a649-8b78-5f43-b49d-e214cffbd386","INTERCOSTAL DRAINAGE TUBE WITH TROCAR SIZE SIZE 28FG","NM05TUB063","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","429.00","343.20"
"init.078dd09f-49fb-5ea2-a507-4a9f1edbb669","I.V. CANNULAES - 16G","NM08CAN007","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","20.00","16.00"
"init.5b3455f4-b520-5d24-b127-fb1b57246fe5","I.V. CANNULAES - 18G","NM08CAN002","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","20.00","16.00"
"init.2feda0ea-de21-53c4-947d-6bea8daf6c51","I.V. CANNULAES - 20G","NM08CAN003","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","20.00","16.00"
"init.78afa8e7-40ca-5a20-94d0-8752c00aeb6d","I.V. CANNULAES - 22G","NM08CAN004","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","20.00","16.00"
"init.ab5120e0-e05f-51ce-a1c1-76c37e0f737e","I.V. CANNULAES - 24G","NM08CAN005","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","21.00","16.80"
"init.85591234-6ff2-5ec1-b7eb-c1d85beb57d1","I.V. CANNULAES - 26G","NM08CAN006","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","20.00","16.00"
"init.43cbdecd-df62-52c4-913f-2bbe16ddde46","KERATOME KNIVES","EG04GEN085","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","190.00","152.00"
"init.57d2fd98-f830-577c-bebc-5e74c2784d69","MATERNITY PADS (TOWELS)","NM19MAT005","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","115.00","92.00"
"init.af3f862a-d2a5-560d-a2e8-e01d31966a43","MATTRESSES HOSPITAL BED","NU04MAT001","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","16200.00","12960.00"
"init.9c2c937b-41c6-5b72-87f1-e2535fcfbb3c","MEASURING SPOON DOUBLE SIDED (2.5/5ML)","NG05MSC012","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","230.00","184.00"
"init.688fe11f-48b9-5a02-9370-79ea1b241596","METALLIC VAGINAL SPECULUM CUSCO LARGE MEDIUM AND SMALL","EM12SUR059","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","1860.00","1488.00"
"init.01343bde-59ec-5f02-87cd-64c62b009620","MICROPORE TAPE 2.5CM X 9.14M","NM18TAP010","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","157.00","125.60"
"init.4aed7c5b-7f3c-5331-a688-1ea011c843d6","MICROPORE TAPE ADHESIVE 7.5CM X 4.5M","NM18TAP007","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","83.00","66.40"
"init.cdf4a448-9c21-547d-9feb-1951fed70e82","MICROPORE TAPE SIZE - 2.3CM X9.14M","NM18TAP002","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","25.00","20.00"
"init.90ab1967-1dab-5dc8-9968-3b3718fec9cd","MICROPORE TAPE SIZE- 2.3CM X 9.14M","NM18TAP025","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","44.00","35.20"
"init.6b3c1086-dd26-5b80-98d6-4cea0b0ca527","MID UPPER ARM CIRCUMFERENCE TAPE (MUAC) ADULT","NM18TAP011","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","77.00","61.60"
"init.3b334aae-84f6-5a75-9379-df04051901f0","NASAL PRONGS FOR OXYGEN DELIVERY - ADULT SIZE","NM20RES011","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","61.00","48.80"
"init.ef572b09-48dd-55d9-b43f-46cf4416e854","NASAL PRONGS FOR OXYGEN DELIVERY - NEONATAL SIZE","NM20RES026","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","61.00","48.80"
"init.90dba756-f142-58de-8c59-fdabea232d6e","NASAL PRONGS FOR OXYGEN DELIVERY - PAED SIZE","NM20RES010","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","61.00","48.80"
"init.79188edf-e758-5135-a435-4ce92eab8101","NEBULIZING KITS ADULT","NM20RES024","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","144.00","115.20"
"init.40292021-9e12-5a6a-9846-d2c0c6044767","NEBULIZING KITS PAEDIATRIC","NM20RES025","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","144.00","115.20"
"init.e8b7d593-0e4e-520f-a22f-53745d8b4784","NEEDLES DISPOSABE G21","NM12NED014","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","144.00","115.20"
"init.2e51f801-7f02-5c1c-80ac-feac2e9f456a","NELATON CATHETER FG14ONE WAY","NM02CAT016","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","36.00","28.80"
"init.f57b285b-b6c3-538e-847a-aafef1a1bfee","NON BREATHER MASKS ADULT","NM20RES027","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","147.00","117.60"
"init.956a7ac4-9684-5bc3-b82f-c98c30ea870d","NON BREATHER MASKS PAEDIATRIC","NM20RES028","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","148.00","118.40"
"init.d9b21b46-678a-5816-993b-505e16d48b27","OB KIT –BRAIDED COATED POLYGLACTIN/POLYGLYCOLIC 910 NO 1DOUBLE ARM HEAVY ½ CIRCLE ROUND BODY AND 1/2TAPER CUTTING 40MM 180 CM PLUS 3/0 POLIGLECAPRONE 25MM UNDYED 3/8 CIRCLE 45- 70CM CUTTING","","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","650.00","520.00"
"init.7cb69ba3-88ac-5e43-9e38-74fe136a5bc3","ORTHOPAEDIC /UNDERCAST PADDING (3"") 7.5CM X 2.7 -3M (SOFT BANDAGE)""""""""""""""""""""""""""""""","NM01BAN025","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","480.00","384.00"
"init.2455329c-9151-58e3-a4e8-b76cabd56fcd","ORTHOPAEDIC/UNDERCAST PADDING (4"") 10CM*2.7M (SOFT BANDAGE)""""""""""""""""""""""""""""""","NM01BAN020","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","630.00","504.00"
"init.9830d9cd-7056-51c7-8714-eb21217ad13d","ORTHOPAEDIC /UNDERCAST PADDING (6"") 15CM X 2.7-3M (SOFT BANDAGE)""""""""""""""""""""""""""""""","NM01BAN024","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","815.00","652.00"
"init.bd49f9d4-4b8b-5af3-a3a6-d108c96d8a26","ORTHOPAEDIC /UNDERCAST PADDING (8"") 20CM*2.7M (SOFT BANDAGE)""""""""""""""""""""""""""""""","NM01BAN018","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","1500.00","1200.00"
"init.51620f2e-9a4c-55cf-88b3-0e941ba00747","OXYGEN MASK WITH STRAP - ADULT","EM10XYM004","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","71.00","56.80"
"init.20520712-37a4-56c2-88d3-17948e3efd6b","OXYGEN MASKWITH STRAP - CHILD SIZE","NM20RES012","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","71.00","56.80"
"init.89119928-ca0b-51ba-a74a-7ec923bf5a8b","OXYGEN MASK WITH STRAP - NEONATE SIZE","NM20RES013","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","80.00","64.00"
"init.de63e803-fdbd-5c4e-9989-ae656f770b6b","PARAFFIN GAUZE DRESSING 10CM X 10CM","NM01GAU001","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","178.00","142.40"
"init.2c3554ff-def5-57fa-a384-50d30aa59b18","POLYTHENE BAGS / LINERS BLACK - 30 LITRES","NM11PBL003","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","3200.00","2560.00"
"init.1598927f-7ba8-5d5b-9285-f8690e32224b","POLYTHENE BAGS / LINERS BLACK - 50LITRES","NM11PBL004","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","5950.00","4760.00"
"init.bf30dd43-d225-512c-bf4c-aed2abdc2359","POLYTHENE BAGS / LINERS RED - 30 LITRES","NM11PBL007","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","3300.00","2640.00"
"init.8541a320-8a8b-5807-a23e-e2ca1aeede0c","POLYTHENE BAGS / LINERS RED - 50LITRES","NM11PBL008","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","5950.00","4760.00"
"init.d1a3a66f-7b31-5589-b578-ce7c0ef74c40","POLYTHENE BAGS / LINERS YELLOW - 30 LITRES","NM11PBL011","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","3300.00","2640.00"
"init.bd391c0f-318e-5578-9431-a0ca0d0893c9","POLYTHENE BAGS / LINERS YELLOW - 50LITRES","NM11PBL012","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","5450.00","4360.00"
"init.b4973fab-f57c-5e6b-8391-fae16b92822b","PPE KIT ASSORTED COV","NE03GEA090","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","3300.00","2640.00"
"init.66bb0b25-6904-5d71-842f-7b49282aa2f3","PROSTHETIC STUMP SOCKS","NM14THE020","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","400.00","320.00"
"init.123caa73-acb9-5b14-a54c-2430c30e7b99","RECONSTRUCTION PLATES 3.5 STRAIGHT ST. STEEL HOLES 10 LENGTH 118MM","NM14TPD168","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","3000.00","2400.00"
"init.163b3e40-3f99-5180-882d-beb12c87a472","SAFETY BOXES","NM11BXS001","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","201.00","160.80"
"init.8c12ea41-8c68-5290-973b-96dc46965766","SKIN GRAFTING BLADE STANDARD","NM06BLA012","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","550.00","440.00"
"init.0aefdebc-25be-5bd4-bb60-f69518447964","SOLUSETS FOR BLOOD","NM09SET004","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","71.00","56.80"
"init.b2a2d07f-67bd-5ea5-97e7-23fd0ecaa81d","SOLUSETS FOR FLUIDS","NM09SET002","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","98.00","78.40"
"init.6c3b7fc7-127e-5ac2-96ef-b5e6eeae4fd9","SPINAL NEEDLE 25G 0.5 X 103-120MM WITH INTRODUCER NEEDLE","NM12NED039","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","490.00","392.00"
"init.3d84a3d1-2a74-5723-82fe-72c233e4157a","STOCK CONTROL CARDS","NS01CLL003","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","14.00","11.20"
"init.f37d079e-4f6c-5d0a-8664-692492b8e567","SUCTION CATHETERS - SIZE 10 FG","NM03SCA001","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","19.00","15.20"
"init.d8c69cba-764d-59b8-9bdb-28fcbebf2058","SUCTION CATHETERS - SIZE 12 FG","NM03SCA002","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","19.00","15.20"
"init.0e06e756-efa5-59c3-aa95-0430c32b1b5b","SUCTION CATHETERS - SIZE 14 FG","NM03SCA003","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","14.00","11.20"
"init.6c3c6cf3-3374-5afa-8948-1aa900ff9db8","SUCTION CATHETERS - SIZE 18 FG","NM03SCA005","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","19.00","15.20"
"init.b9158a96-3704-5a9b-ac66-9462693b3b43","SUCTION CATHETERS - SIZE 4 FG","NM03SCA007","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","23.00","18.40"
"init.986e0f07-3b76-5ea8-8d9e-bae0e71e8224","SUCTION CATHETERS - SIZE 6 FG","NM03SCA008","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","20.00","16.00"
"init.9c7ea759-ff43-5a88-974e-7bfed911edfe","SUCTION CATHETERS - SIZE 8 FG","NM03SCA009","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","20.00","16.00"
"init.58f942f2-9b09-58f9-8739-16a25e376f3c","SUCTION CATHETERS WITH REGULATORY VALVE FR16","NM03SCA016","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","31.00","24.80"
"init.50ca295b-a162-576d-bf03-9f733ad5ed5d","SUCTION CATHETERS WITH REGULATORY VALVE FR6","NM03SCA017","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","35.00","28.00"
"init.d518074d-5694-582d-b391-6aefa4212eb8","SUCTIONCATHETER WITH REGULATORY VALVE FR 12","NM03SCA020","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","18.00","14.40"
"init.9f5e0427-982b-5093-a693-4036e147156c","SURGICAL BLADES SIZE 15 S.S/C.S ON DISP BP HANDLE SIZE 6","NM06BLA001","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","235.00","188.00"
"init.b5e18b23-da6d-5d76-bf97-bdd05a09cc6e","SURGICAL BLADES SIZE 23 S.S/C.S. ON DISP BP HANDLE","NM06BLA002","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","280.00","224.00"
"init.1946d0f7-e3cd-500a-8eab-f5e5dd2defd7","SURGICAL CAPS (DISPOSABLE) SKY BLUE/ LIGHT GREEN","NU02STA036","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","460.00","368.00"
"init.289c71f0-517b-5145-87e9-51cbbc6460f8","SUTION CATHETER SIZE 16 FG","NM03SCA004","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","19.00","15.20"
"init.664acd13-4535-5f35-990c-4a447f657ac2","SUTURE NYLON NO 10/0 30CM 6.5MM 1/2 C MICRO SPATULATED","NM03SUT149","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","13700.00","10960.00"
"init.07db6cf1-f8a2-5bed-91a5-bfdb2c626615","SUTURE NYLON NO.11/2 CIRCLE 48MM 100CM RCN","NM03SUT147","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","1300.00","1040.00"
"init.30673157-8181-547e-a4b6-5e254ca48001","SUTURE NYLON NO 1 75CM 40MM 3/8 C RCN","NM03SUT167","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2200.00","1760.00"
"init.b9b4170b-5db7-5a31-9444-6b16e4e3a1f4","SUTURE NYLON NO 2/03/8 CIRCLE45MM100CM RCN","NM03SUT145","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","1300.00","1040.00"
"init.62262f57-0cf9-5990-a904-d93bed79fb40","SUTURE POLYDIAXANONE (PDS) NO.2/0 ON 30MM 1/2CIRCLE 75CM TAPER POINT","NM03SUT162","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","3080.00","2464.00"
"init.4e4ef217-6d84-5573-a0e6-e57060798c65","SUTURE POLYDIAXANONE (PDS) NO 3/0 22MM 1/2 CIRCLE 75CM RBN","NM03SUT161","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","3100.00","2480.00"
"init.cd199377-c8f9-56a4-ab7d-593b2c4a7681","SUTURE POLYGLACTIN 0 ½C 45MM RBN 75CM.","NM03SUT081","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2000.00","1600.00"
"init.c3d78e0a-a793-5666-a388-285d2ba4a183","SUTURE POLYGLACTIN 2 90CM ON 45MM ½C RCN","NM03SUT099","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2250.00","1800.00"
"init.e835993a-a25e-551f-9ea1-0421fdd2073b","SUTURE POLYGLACTIN 3/0 75CM ON 22MM ½C RBN","NM03SUT153","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2300.00","1840.00"
"init.d374f0ad-fdd0-5fa5-8335-cc3aa4be8e17","SUTURE POLYGLACTIN COATED NO. 1 75CM 40MM RCN 1/2 C","NM03SUT166","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2700.00","2160.00"
"init.8ec67915-a8ac-575c-9fde-3f1e5881a559","SUTURE POLYGLACTIN COATED NO 2/01/2 CIRCLE31MM.75CM RBN","NM03SUT143","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2290.00","1832.00"
"init.12b15c22-bfdb-571b-8bcc-52a12d356a0b","SUTURE POLYGLACTIN COATED NO 2/01/2 CIRCLE40MM.75CM RBN","NM03SUT142","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2370.00","1896.00"
"init.c4140752-2783-5d48-9302-6797d2da4891","SUTURE POLYGLACTIN COATED NO 21/2 CIRCLE45MM 75CM RBN","NM03SUT141","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2100.00","1680.00"
"init.7e6e3f81-62da-5bf9-a6b1-694c534105c9","SUTURE POLYGLACTIN NO 1 100CM ON 65MM 3/8 CIRCLE BLUNT","NM03SUT155","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","4200.00","3360.00"
"init.0be124e8-4c79-5a65-a188-aa3c0271fa55","SUTURE POLYGLACTIN NO 1 75CM ON 40MM ½ C RBN","NM03SUT055","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2100.00","1680.00"
"init.c7893259-bd0c-536d-b98b-b4e1cc496d66","SUTURE POLYGLACTIN NO. 2/0 75CM ON 40MM ½ C RCN","NM03SUT097","init.categ_products_materials_orders","product","lot","True","init.a8a0630a-1350-11df-a1f1-0026b9348838","init.a8a0630a-1350-11df-a1f1-0026b9348838","Ordered quantities","2300.00","1840.00"
