"id","name","currency_id/id","email","website","logo","parent_id/id","partner_id/id","sequence","primary_color","secondary_color","email_primary_color","email_secondary_color"
"init.county_uasin_gishu","Uasin Gishu County","base.KES","","","","","init.uasin_gishu_county_partner","5","135C33","135C33","135C33","135C33"
