"id","name","currency_id/id","email","website","logo","parent_id/id","partner_id/id","sequence","primary_color","secondary_color","email_primary_color","email_secondary_color"
"init.0900559c-1352-11df-a1f1-0026b9348838","Uasin Gishu District Hospital","base.KES","","","","base.main_company","init.uasin_gishu_partner","20","135C33","135C33","135C33","135C33"
