odoo_id,odoo_name,csv_file,odoo_lst_price,odoo_default_code
init.beb6ade8-1975-47dd-a75a-6687d34ae36a,OFLOXACIN 400mg TAB,drugs.csv,1.00,
init.5406f76f-1255-4af8-b63a-8b70b92737d7,METFORMIN 850mg TAB,drugs.csv,1.00,
init.bc65c466-0a3d-4606-8edc-8563787deea3,METFORMIN 1000mg TAB,drugs.csv,1.00,
init.c9676ca6-12d2-4fd6-9b83-d1f5f23ccc2b,GLIBENCLAMIDE 7.5mg TAB,drugs.csv,1.00,
init.ea502d7c-c331-42c3-8f59-cfc73adcc7d6,GLIBENCLAMIDE 10mg TAB,drugs.csv,1.00,
init.a6be6647-74dd-4208-a6c1-22fbb14c589f,GLIBENCLAMIDE 2.5mg TAB,drugs.csv,1.00,
init.d938b638-e91e-491b-96cd-790add567396,PIOGLITAZONE 15mg TAB,drugs.csv,1.00,
init.381ea54a-8118-4178-820f-b7afa5d93b66,PIOGLITAZONE 30mg TAB,drugs.csv,1.00,
init.23ea18e1-676d-440c-8e30-5bbe3b7fd77a,ENALAPRIL 2.5mg TAB,drugs.csv,1.00,
init.11836dc4-9a08-4d5b-a91c-bede87786b50,ENALAPRIL 15mg TAB,drugs.csv,1.00,
init.5c903a4e-39bf-4563-b3cb-c731a17b3ffe,ENALAPRIL 20mg TAB,drugs.csv,1.00,
init.39d7fef8-cb51-40aa-ae42-8128725d252b,HYDROCHLOROTHIAZIDE 12.5mg TAB (HCTZ 12.5mg TAB),drugs.csv,1.00,
init.1b2cc2a8-b565-4599-8f89-c9fe39e2a340,HYDROCHLOROTHIAZIDE 25mg TAB (HCTZ 25mg TAB),drugs.csv,1.00,
init.e78cf176-4f59-4c71-b7df-c2cc27f6f637,NIFEDIPINE 40mg TAB,drugs.csv,1.00,
init.7540e598-880a-449e-a936-7ad11b9977f0,ATENOLOL 25mg TAB,drugs.csv,1.00,
init.d6e8c3ea-5068-41b7-aaf0-a17d32382aa8,ATENOLOL 100mg TAB,drugs.csv,1.00,
init.247e53e6-86d5-4325-8c88-8a7bda16b5f0,CARVEDILOL 3.125MG TAB,drugs.csv,1.00,
init.fcb4e2a5-9bfa-4090-adf3-3f6949e4d9fb,CARVEDILOL 6.25mg TAB,drugs.csv,1.00,
init.e34704ed-b5e0-454f-a9a5-3de190e0f7d5,CARVEDILOL 12.5mg TAB,drugs.csv,1.00,
init.ab539d87-69b2-45a2-9510-878d85ceb5c6,CARVEDILOL 25mg TAB,drugs.csv,1.00,
init.12309904-5f80-4d65-b8e7-e04c183ecc0b,AMLODIPINE 2.5mg TAB,drugs.csv,1.00,
init.568771d5-3116-4ed7-a85d-3f7f0b9a4e54,AMLODIPINE 5mg TAB,drugs.csv,1.00,
init.2edd97ef-6642-4052-b86b-ab33aaebe579,AMLODIPINE 10mg TAB,drugs.csv,1.00,
init.49e9bb6e-45ca-44b7-b895-7c3fcfd75d7c,ATORVASTATIN 10mg TAB (LIPITOR 10mg TAB),drugs.csv,1.00,
init.c24c8f86-5236-4132-9496-0cc0770f7683,ATORVASTATIN 20mg TAB (LIPITOR 20mg TAB),drugs.csv,1.00,
init.6c242143-e467-402e-9196-b34545dde56f,ATORVASTATIN 40mg TAB (LIPITOR 40mg TAB),drugs.csv,1.00,
init.96ccf18f-3486-4f3d-95e6-ea11e20afa69,ATORVASTATIN 80mg TAB (LIPITOR 80mg TAB),drugs.csv,1.00,
init.1bca5460-5954-4ab2-b500-186f37f8cea6,PREGABALIN 75mg CAP,drugs.csv,1.00,
init.f2a567f8-f2d2-499a-9178-655f3e2d6ef9,PREGABALIN 100mg CAP,drugs.csv,1.00,
init.a0da0d58-0be5-44d5-8249-b3525c060df1,PREGABALIN 150mg CAP,drugs.csv,1.00,
init.0d588c8c-a14b-4883-9984-4be2ee97dc71,PREGABALIN 300mg CAP,drugs.csv,1.00,
init.ba516eca-4f7c-4e12-9e8b-326ef0e80ca0,GABAPENTIN 150mg TAB,drugs.csv,1.00,
init.9807c55e-a312-4ba8-916c-f48f2b0de74d,GABAPENTIN 300mg TAB,drugs.csv,1.00,
init.02838e06-ce3b-4804-88fc-aac8393a17ed,LOSARTAN 25mg TAB,drugs.csv,1.00,
init.8efcb46c-295d-40c7-944b-9604f9759864,LOSARTAN 100mg TAB,drugs.csv,1.00,
init.caf1accf-7e15-48da-93ac-33cf9acf2e15,CARBAMAZEPINE 100mg TAB,drugs.csv,1.00,
init.177635d0-793b-4a66-8324-976c46f795af,RIFAMPICIN 150mg AND ISONIAZID 75mg TAB,drugs.csv,1.00,
init.05e828e0-0988-4cf0-802a-3a11a42cfe6e,STREPTOMYCIN 1g REC INJ,drugs.csv,1.00,
init.6811894e-ef68-4174-aa52-478791857266,GLIPIZIDE 2.5mg TAB,drugs.csv,1.00,
init.3fed46fe-2bca-49d7-9c4d-ceaa6e4d368f,GLIPIZIDE 5mg TAB,drugs.csv,1.00,
init.02efad67-4340-4835-8fbb-309e6746dc46,GLIPIZIDE 10mg TAB,drugs.csv,1.00,
init.1ec6d128-75d3-47df-b077-3b810b77b59d,GLICLAZIDE 120mg TAB,drugs.csv,1.00,
init.5f249221-d451-4b3b-9e25-59146703d052,GLICLAZIDE 30mg TAB,drugs.csv,1.00,
init.e71bb18a-6acb-41a9-9885-8fe134a1933f,GLICLAZIDE 60mg TAB,drugs.csv,1.00,
init.c5bed405-475d-4fad-859a-76df68c473ba,GLICLAZIDE 80mg TAB,drugs.csv,1.00,
init.bd69d4d4-beaf-4113-9821-0dc7d02d2543,GLIMEPIRIDE 1mg TAB,drugs.csv,1.00,
init.9e56ecbc-64ab-4f24-94f3-027e5f9071c4,GLIMEPIRIDE 2mg TAB,drugs.csv,1.00,
init.fd4909e3-1098-4b1e-ac15-2aa53671c60c,GLIMEPIRIDE 4mg TAB,drugs.csv,1.00,
init.c2ddb9b2-8023-4251-8735-e113357af8db,METOPROLOL 25mg TAB,drugs.csv,1.00,
init.52795770-4584-422e-a2b7-774b30b75088,METOPROLOL 50mg TAB,drugs.csv,1.00,
init.887f8caf-1c18-47f8-9927-a57365bcadba,METOPROLOL 100mg TAB,drugs.csv,1.00,
init.59611435-e869-4a8d-8e58-649b7630e471,JUNIOR ASPIRIN 75mg TAB,drugs.csv,1.00,
init.a515a6b4-95c4-4910-b9fb-e9bd4d5763a4,SILDENAFIL 25mg TAB,drugs.csv,1.00,
init.faa56aa5-3c04-4f5b-9cb2-8f30c51f2a55,SILDENAFIL 50mg TAB,drugs.csv,1.00,
init.bb8ab6c5-0bcf-4198-b820-2e34aaf3c95e,SILDENAFIL 75mg TAB,drugs.csv,1.00,
init.fff02921-105d-406e-8182-82cfde5a2e87,JUNIOR ASPIRIN 81mg TAB,drugs.csv,1.00,
init.d426c9cc-4d16-4795-a5ed-39bd8a7bb7ab,IBUPROFEN 200mg TAB,drugs.csv,1.00,
init.4cab530c-4e08-4a07-a12e-50106911258c,CETIRIZINE 10mg TAB,drugs.csv,1.00,
init.a483aec8-a192-4ef0-8696-eecd2feb5161,CETIRIZINE 5mg/5ml SYR,drugs.csv,1.00,
init.f2172449-0e63-446b-b582-6f2d5b55e11a,DERMOGUARD 20g CR,drugs.csv,1.00,
init.2bfcd9b0-9c1c-4e8e-aea5-dc7ba19eabe6,ALBENDAZOLE 200mg TAB,drugs.csv,1.00,
init.b534176a-34b6-4c3a-80c0-a4fb7804b1d2,AZITHROMYCIN 500mg TAB,drugs.csv,1.00,
init.46c2cf0e-f0c9-440d-9c55-24679b4d541b,CLOPIDOGREL 75mg TAB,drugs.csv,1.00,
init.b53ff24f-a595-45a0-9a51-337ab02e340c,CLOXACILLIN 250mg CAP,drugs.csv,1.00,
init.4331ac70-e6d2-4f51-a14d-c3be4f127222,DICLOFENAC 100mg TAB,drugs.csv,1.00,
init.6dfabbb9-9822-44a6-949c-c1238b095de7,DICLOFENAC 75mg SOL INJ,drugs.csv,1.00,
init.a117b70e-8d1e-45b8-8cf5-1fc9a9f898c9,DIGOXIN 0.25mg TAB,drugs.csv,1.00,
init.08f14237-0b70-4aed-8c22-14e3d560f483,DIGOXIN 0.125mg TAB,drugs.csv,1.00,
init.4b477101-6195-49eb-8020-bd98a10bdbac,ERYTHROMYCIN 500mg TAB,drugs.csv,1.00,
init.b8206303-b00f-4515-9b02-a657c78c662b,ERYTHROMYCIN 250mg TAB,drugs.csv,1.00,
init.5fcc8ff9-1310-4043-841d-18a62f7eb12d,LISINOPRIL 5mg TAB,drugs.csv,1.00,
init.e658db0f-bb25-4d35-a5cb-ce4d87200a3b,LISINOPRIL 10mg TAB,drugs.csv,1.00,
init.3f311b77-289d-4568-bfab-a1314848b813,LISINOPRIL 20mg TAB,drugs.csv,1.00,
init.08e33a77-1c96-4dbe-a239-0d5cd27fde40,PROPRANOLOL 30mg TAB,drugs.csv,1.00,
init.59d5b138-42bb-4bf2-918a-0e23a896875e,RANITIDINE 150mg TAB,drugs.csv,1.00,
init.e905a5a5-7a98-4549-a6a3-9294e31fa7dc,SPIRONOLACTONE 100mg TAB,drugs.csv,1.00,
init.6dc89483-0243-48f4-889c-a96e637b455b,IBUPROFEN 100mg SOL INJ,drugs.csv,1.00,
init.4df97a94-b547-4d75-be7a-1d33e5124e17,AMIODARONE 200mg TAB,drugs.csv,1.00,
init.8efc2d44-3a43-4c76-9c2a-dc990f3f76b7,AMIODARONE 400mg TAB,drugs.csv,1.00,
init.1ba7e3f0-8ed0-4b0a-91f7-164aa103f727,METRONIDAZOLE 500mg SOL INJ,drugs.csv,1.00,
init.486db707-c9b6-46cf-baac-2fa690ce64f8,DILTIAZEM SR 60mg CAP,drugs.csv,1.00,
init.fb1e5077-bff9-4493-9f86-94fd4ad839c5,DILTIAZEM SR 90mg CAP,drugs.csv,1.00,
init.49618d56-c1ad-445b-80a0-32cf05294336,DILTIAZEM SR 120mg CAP,drugs.csv,1.00,
init.8156f9bc-83da-4f2c-95a8-f27c37ef214a,DILTIAZEM SR 240mg CAP,drugs.csv,1.00,
init.19423275-d53f-483f-be46-1d939cf2f8c5,CLEXANE 40mg SOL INJ (ENOXAPARIN 40mg SOL INJ),drugs.csv,1.00,
init.eddb4008-5c72-4288-a6ad-600d73417a7d,CLEXANE 80mg SOL INJ (ENOXAPARIN 80mg SOL INJ),drugs.csv,1.00,
init.59d956df-8082-467f-bbb7-ee2b63b0e5ae,LISINOPRIL 20mg AND HYDROCLOROTHIAZIDE 25mg TAB,drugs.csv,1.00,
init.7db166f2-629a-4731-9ba9-b6e5fb7d9039,CLEXANE 30mg SOL INJ (ENOXAPARIN 30mg SOL INJ),drugs.csv,1.00,
init.30dfa9ce-2096-413b-bd09-291da6a8768c,CLEXANE 60mg SOL INJ (ENOXAPARIN 60mg SOL INJ),drugs.csv,1.00,
init.aecf9472-deaa-42b7-8142-3b6595a4989a,CLEXANE 100mg SOL INJ (ENOXAPARIN 100mg SOL INJ),drugs.csv,1.00,
init.42888738-0f4c-4dd8-aaac-dfdce830ed5e,CAPTOPRIL 25mg TAB,drugs.csv,1.00,
init.483c8170-3533-441d-8722-487994aeff67,CAPTOPRIL 50mg TAB,drugs.csv,1.00,
init.11c72f4a-fcb2-4496-a059-55805a28ac36,RAMIPRIL 1.25mg TAB,drugs.csv,1.00,
init.2a061993-d0b0-4670-a932-d783aa8b0dd2,RAMIPRIL 2.5mg TAB,drugs.csv,1.00,
init.2e434cf9-5ac4-41dc-8746-77d59e7c35bd,RAMIPRIL 5mg TAB,drugs.csv,1.00,
init.9ae2ee65-3047-4160-b383-48f6302eec75,RAMIPRIL 10mg TAB,drugs.csv,1.00,
init.349316cb-19ac-44d7-bc21-57545e822e74,SIMVASTATIN 5mg TAB (ZOCOR 5mg TAB),drugs.csv,1.00,
init.d4ef676b-fb7d-451b-9000-5c0b0d2cf494,SIMVASTATIN 10mg TAB (ZOCOR 10mg TAB),drugs.csv,1.00,
init.24a2af38-2f97-4d43-ab7a-987fb59c87e4,SIMVASTATIN 20mg TAB (ZOCOR 20mg TAB),drugs.csv,1.00,
init.0f7c9f4d-d834-4fcb-805c-31b7ede569f3,SIMVASTATIN 40mg TAB (ZOCOR 40mg TAB),drugs.csv,1.00,
init.8e738f51-ad38-472a-b183-d2b9a5e90eda,SIMVASTATIN 80mg TAB (ZOCOR 80mg TAB),drugs.csv,1.00,
init.fe6d626a-e622-4712-903a-7966cba4be03,PARACETAMOL 150mg/ml SUSP,drugs.csv,1.00,
init.48fec3d4-86fa-4ba6-bb33-0e3b62e16a30,DICLOFENAC 25mg SOL INJ,drugs.csv,1.00,
init.a396f64d-af3f-449e-9968-50f2392b8334,SPIRONOLACTONE 50mg TAB,drugs.csv,1.00,
init.7d8666e3-b9c1-476c-8564-e58c8c39d777,IBUPROFEN 200mg/5ml SUSP,drugs.csv,1.00,
init.43613da3-6227-48a1-8846-d926823ca0ee,CAPTOPRIL 12.5mg TAB,drugs.csv,1.00,
init.202583b4-7fd9-4c30-b6c9-5dabc4fbdebe,LISINOPRIL 2.5mg TAB,drugs.csv,1.00,
init.c8273fc6-d115-4d0c-ae0f-802e743ca5f6,LISINOPRIL 40mg TAB,drugs.csv,1.00,
init.80059522-192d-4d9b-a05a-72f546860700,LOSARTAN 75mg TAB,drugs.csv,1.00,
init.f0d650ea-ff76-407a-8bd8-9eafc21851ee,METOPROLOL 12.5mg TAB,drugs.csv,1.00,
init.cf735488-1cdc-4687-bc9b-4a3708b364e3,METOPROLOL 75mg TAB,drugs.csv,1.00,
init.eafc9e55-5750-434d-874e-5bbfdd652a79,ATENOLOL 75mg TAB,drugs.csv,1.00,
init.0d996cac-e5c9-45f6-ae96-684eb7c8d0d3,ASPIRIN 325mg TAB,drugs.csv,1.00,
init.437ece6d-f321-47a8-bcc8-a469104942a9,ATORVASTATIN 60mg TAB (LIPITOR 60mg TAB),drugs.csv,1.00,
init.15815152-e5be-4fb8-a9b1-48af966410fc,SIMVASTATIN 60mg TAB (ZOCOR 60mg TAB),drugs.csv,1.00,
init.aef470b3-34e2-4ee5-beeb-ab17d8cc83f8,PARACETAMOL 1000mg TAB,drugs.csv,1.00,
init.dbb39adc-af42-4b20-9310-5c6b5b17d0db,IBUPROFEN 600mg TAB,drugs.csv,1.00,
init.72d5fa09-cd89-4ab0-a909-c0549cefe62a,SPIRONOLACTONE 75mg TAB,drugs.csv,1.00,
init.a0e56a74-c1c6-4146-87ce-8e9b104272e2,LAMIVUDINE 300mg TAB,drugs.csv,1.00,
init.61b05799-466d-4a9e-b134-00b607505058,FUROSEMIDE 80mg TAB,drugs.csv,1.00,
init.4f95770f-d7af-4591-9011-15697ca17091,FUROSEMIDE 10mg SOL INJ,drugs.csv,1.00,
init.743d4d97-884f-4bfa-baea-b3ca06450846,FUROSEMIDE 20mg TAB,drugs.csv,1.00,
init.862ead35-4574-4163-aaaf-ed14fbfa5d41,CLARYTHROMYCIN 250mg TAB,drugs.csv,1.00,
init.484c158d-5a7f-40ea-9b7c-da42f6c9087b,CLARYTHROMYCIN 500mg TAB,drugs.csv,1.00,
init.aa5ec6f8-4606-467d-9684-a3cb5ddd07e8,HEPARIN 5000iu SOL INJ,drugs.csv,1.00,
init.ecb12b61-7f23-4e79-a00d-1f00faf3edf3,HEPARIN 7500iu SOL INJ,drugs.csv,1.00,
init.5f5f7e14-fcf3-4760-bf4b-ab42bc4076a1,HEPARIN 10000iu SOL INJ,drugs.csv,1.00,
init.32d36ca2-2174-43ac-ba49-b0edefa03fe0,HEPARIN 12500iu SOL INJ,drugs.csv,1.00,
init.c380d378-d366-4237-8ccf-a5b4dd12aa96,WARFARIN 5mg TAB,drugs.csv,1.00,
init.d04f940d-750a-4392-ac17-660da331736f,WARFARIN 1mg TAB,drugs.csv,1.00,
init.38239baf-1789-4318-8858-0cb8ecc3a809,WARFARIN 3mg TAB,drugs.csv,1.00,
init.d37a555e-dbc1-4f31-9958-2c5070642d51,WARFARIN 6mg TAB,drugs.csv,1.00,
init.15f06142-b43f-41fc-9ed1-1548f09d5ead,FLUCLOXACILIN 250mg CAP (FLOXACILIN 250mg CAP),drugs.csv,1.00,
init.e343f20e-f904-4fe2-8835-b5c64c826914,FLUCLOXACILIN 500mg CAP (FLOXACILIN 500mg CAP),drugs.csv,1.00,
init.3cbfb0b9-721e-4d42-92a3-7d37269aab24,ATAZANAVIR 300mg AND RITONAVIR 100mg TAB,drugs.csv,1.00,
init.42ef7c4d-d6fb-49c0-a46e-019c42dea203,RITONAVIR 80mg/ml SYR (NORVIR 80mg/ml SYR),drugs.csv,1.00,
init.bef43e11-bf8a-447e-b725-1406f6ff2753,RITONAVIR 100mg CAP(NORVIR SEC 100mg CAP),drugs.csv,1.00,
init.2ecaa078-c3d3-4ddb-9ff9-a61bd5e86c54,AMOXICILLIN 200mg AND CLAVULANIC ACID 125mg TAB (CO-AMOXICLAV 375mg TAB),drugs.csv,1.00,
init.f8a4bf84-bdae-493e-843f-c6762fa98774,AMOXICILLIN 1000mg AND CLAVULANIC ACID 200mg (REC INJ 1.2 g),drugs.csv,1.00,
init.e5823d62-4e31-487a-9f66-42154df84786,HYDROCORTISONE 500mg AND CINCHOCAINE 500mg CREAM (SEDIPROCT 1g CREAM),drugs.csv,1.00,
init.56098f5e-d6a0-42d3-ba8f-5003e61b2782,ANUSOL 59mg/24mg/296mg SUPPOSITORY,drugs.csv,1.00,
init.1adb3fdb-b329-4c2d-845b-1b8d17cb8ff9,CARBIMAZOLE 5mg TAB,drugs.csv,1.00,
init.fc6ef48a-f763-4bfe-9c14-f61f5b8e074f,DEXAMETHASONE 0.1% DROPS 5ml,drugs.csv,1.00,
init.ffad075c-2a3f-4a17-b2d8-7cb6218e59ed,DEXAMETHASONE AND GENTAMICIN 5ml DROPS,drugs.csv,1.00,
init.48351c8f-c9e1-48c5-afb4-77f509c59395,GENTAMICIN BP 0.3% DROPS 5ml,drugs.csv,1.00,
init.f83294a4-81ba-4ae1-ac60-1cac6321f973,PREDNISOLONE 1% DROPS 5ml,drugs.csv,1.00,
init.595e7c37-195d-429c-94b9-5be07b4ce661,SALMETEROL 50mcg AND FLUTICASONE 150mcg MDI,drugs.csv,1.00,
init.cfee0362-81ee-411a-a7b4-3fb02fef8687,SODIUM CROMOGLYCATE 2% DROPS 10ml,drugs.csv,1.00,
init.d757bb37-26b0-455b-b5c5-b26a5aee86e4,TIMOLOL 2.5% DROPS 5ml,drugs.csv,1.00,
init.5cd5a062-cb8b-492a-8791-2b867cf67401,ZINC SULPHATE 0.25% DROPS 5ml,drugs.csv,1.00,
init.e9b945e4-8029-4a46-a894-1b2dc4aefd1e,HYDROXYPROPYL 0.7% DROPS (ARTIFICIAL TEARS),drugs.csv,1.00,
init.77144e4d-5070-474d-8924-54b5b050777e,DIGOXIN 250 mcg/ml INJ,drugs.csv,1.00,
init.6e792b78-c595-42ae-a21a-29cc30f9c858,FONDAPARINUX 7.5mg INJ,drugs.csv,1.00,
init.e7233a14-e346-4f15-9b1d-7bec47b98300,ISOSORBIDE MONONITRATE 10mg,drugs.csv,1.00,
init.349dacd8-1134-4557-b4da-4b10efcd0ca0,ISOSORBIDE MONONITRATE 20mg,drugs.csv,1.00,
init.b1166809-53de-4a41-9e2a-62fe604f8a40,ISOSORBIDE MONONITRATE 50mg,drugs.csv,1.00,
init.bf560800-0e95-493e-b1ac-170ee5bec00d,ISOSORBIDE MONONITRATE 60mg,drugs.csv,1.00,
init.677bde36-77b6-4a1a-b07a-b43248867f05,ISOSORBIDE DINITRATE 10mg,drugs.csv,1.00,
init.9cd2d8ab-b55c-48ee-8d30-65ce71ee8c8b,ISOSORBIDE DINITRATE 20mg,drugs.csv,1.00,
init.ffb7cc73-3752-4cf5-bb17-13183bd9b1dc,LABETALOL 5mg/ml INJ,drugs.csv,1.00,
init.d37ad271-66c5-42d6-a8b1-65ce4c0811ff,NORADRENALINE 2mg/ml INJ,drugs.csv,1.00,
init.e796c6cf-cff0-4d75-af77-d703ec554bbf,ZINC SULPHATE 0.25% DROPS 7ml,drugs.csv,1.00,
init.8e021eee-b51f-43ad-bc29-2dea1893d593,ZINC SULPHATE 0.25% DROPS 10ml,drugs.csv,1.00,
init.99d1a61c-eb23-416f-bd3b-1cfc4228ba21,LISINOPRIL 20mg AND HYDROCLOROTHIAZIDE 12.5mg,drugs.csv,1.00,
init.5856e0a6-3b75-4531-a1ef-9209919fb6f5,FELODIPINE 5MG,drugs.csv,1.00,
init.035bf78a-6504-4133-9a5b-74d8ccbee878,FELODIPINE 10MG,drugs.csv,1.00,
init.9fca88ba-47b1-4d67-83da-ecdfd2aa0349,FELODIPINE 2.5mg TAB,drugs.csv,1.00,
init.21659445-3cfc-4a33-aaa4-9fa12ff0d48e,METFORMIN 750mg TAB,drugs.csv,1.00,
init.1a2d5a7d-662b-4d7d-8351-170da1fb70a8,CEFUROXIME 250mg TAB,drugs.csv,1.00,
init.09465b42-5c66-48b4-bb23-3a1a00372581,CEFUROXIME 250mg SYR,drugs.csv,1.00,
init.dded5779-9b4a-452e-8918-73a9ac7a242c,CEFUROXIME 125mg SYR,drugs.csv,1.00,
init.a4b2ee1e-acfb-43d7-8c97-0b7bf05eedf5,CEFUROXIME 500mg TAB,drugs.csv,1.00,
init.a1e6a8ec-dc37-4bf8-9c5b-9bc762dca01a,LACTULOSE 200ml,drugs.csv,1.00,
init.0caee047-ddd7-4634-bf5d-e3a97260fd41,ACECLOFENAC 100mg,drugs.csv,1.00,
init.a647bbf0-c2a6-47f1-aa79-3b1d35eea5b7,SALMETEROL 25mcg AND FLUTICASONE 50mcg,drugs.csv,1.00,
init.19300cb4-ee83-4268-9396-0d0562787d1d,SALMETEROL 25mcg AND FLUTICASONE 125mcg,drugs.csv,1.00,
init.e05278d4-6ef1-461d-8194-931138306a1b,SALMETEROL 25mcg AND FLUTICASONE 250mcg,drugs.csv,1.00,
init.6cc8b566-6351-4662-9a31-f2864d43c90f,SALMETEROL 50mcg AND FLUTICASONE 250mcg,drugs.csv,1.00,
init.2765ec31-f520-4ca8-a54a-e110ef151a53,MEROPENEM 500mg,drugs.csv,1.00,
init.7aa2e93f-8bb8-4df8-9c96-a946d6da341a,MEROPENEM 1000mg,drugs.csv,1.00,
init.0d5d59b2-22d3-4e05-aed4-bcb0aea1fe8c,ACYCLOVIR 0.03% OINTMENT 4g,drugs.csv,1.00,
init.526e227a-d59c-4ae4-aa67-1f3804dad2d6,ADENOSINE 3mg/ml INJ,drugs.csv,1.00,
init.0c803928-e1f2-4517-8bd7-66140d3be1e0,BECLOMETHASONE 100mcg INHALER,drugs.csv,1.00,
init.03bbefd2-cbaf-4722-a618-297e090e00b4,CEFEPIME 1g INJ,drugs.csv,1.00,
init.a3fb8c00-f450-429d-9492-c62069ba016d,CEFIXIME 200mg TAB,drugs.csv,1.00,
init.3110d8d4-22cd-493f-a3a7-c5c3af908152,CEFIXIME 400mg TAB,drugs.csv,1.00,
init.9fecdcc7-b3cd-43bc-a1b1-aedd2ca1a9ae,CELECOXIB 200mg CAP,drugs.csv,1.00,
init.9cb645a4-a1df-4403-bedc-f2df7fa638cb,CIPROFLOXACIN 0.3% DROPS,drugs.csv,1.00,
init.f09799b1-ca20-4cec-8fac-0d83c86e8489,DICLOFENAC 1% GEL,drugs.csv,1.00,
init.27f8fb93-1bd8-4eda-85cd-99fb736b0490,FLUCLOXACILLIN 500mg INJ(FLOXACILLIN 500mg INJ),drugs.csv,1.00,
init.80cca77b-7732-413f-9ee7-581c59cc790e,GRISEOFULVIN 250mg TAB,drugs.csv,1.00,
init.8809adbf-7d7c-42b1-9ec0-f6f6647a7998,IBUPROFEN 100mg/5ml SYRUP 100ml,drugs.csv,1.00,
init.cc39c01a-77ee-4b91-93c2-7daafd889370,IBUPROFEN 100mg/5ml SYRUP 60ml,drugs.csv,1.00,
init.1727f5db-3176-43fd-a30f-fe4934a7ad35,LACTULOSE 3.4mg/ml SOLUTION 200ml,drugs.csv,1.00,
init.578e684e-f63b-437b-8614-d2e560e8e791,PARACETAMOL 150mg/ml INJ,drugs.csv,1.00,
init.7740711a-6516-4eac-9ae4-7724a9e414b2,PHENYTOIN SODIUM 50mg/ml INJ,drugs.csv,1.00,
init.13d1ae49-cdde-4771-8cf1-1c5826ea8cf0,PHENYTOIN SODIUM 100mg TAB,drugs.csv,1.00,
init.946af378-3354-4538-b9c9-348a4611934f,PROGUANIL 100mg TAB (PALUDRINE 100mg TAB),drugs.csv,1.00,
init.1b980f15-6f51-400c-801a-669f5d1d127d,VALPROATE SODIUM 250mg TAB,drugs.csv,1.00,
init.72d4ff1a-4a9b-4a71-a590-27b7c848cc46,RABIES VACCINE 0.5ml INJ,drugs.csv,1.00,
init.0ea94c19-1e35-4aaa-9dd8-07bc48048145,INSULIN (ACTRAPID) 100IU/ML INJ,drugs.csv,1.00,
init.38b9c977-f6d7-4d19-b75a-ade8c5a8da1f,INSULIN (MIXTARD) 70/30 100IU/ML INJ,drugs.csv,1.00,
init.a5c5c64b-c94c-4eeb-843b-249dd0334525,LOPERAMIDE 2mg TAB,drugs.csv,1.00,
init.97d209b1-36fd-4117-8224-928bca8fd325,POTASSIUM CHLORIDE 10 mEq TAB,drugs.csv,1.00,
init.edbad996-c25c-45bf-88eb-71e80b2b144b,POTASSIUM CHLORIDE 1.5g/10ml,drugs.csv,1.00,
init.023df3d1-24cf-4262-ae12-3abedc19424e,PROPRANOLOL 40mg TAB,drugs.csv,1.00,
init.82dce3e6-d50e-462e-8c43-b3b0fccbac9a,MAGNESIUM TRISILICATE 14.2mg AND ALUMINIUM HYDROXIDE 80mg,drugs.csv,1.00,
init.a6b5d34c-f74f-4bf3-864e-00f420a7b009,SALBUTAMOL 2mg/5ml SYRUP 100ml,drugs.csv,1.00,
init.476e4f4d-d70c-40b6-9221-d1e48c79f731,VANCOMYCIN 500mg INJ,drugs.csv,1.00,
init.5a47f9d2-eb0c-45a3-90e4-99a47beb590b,AMIODARONE 50mg/ml VIAL 3ml,drugs.csv,1.00,
init.c5d0c9d6-abd8-4d52-9c52-6b54b4f21c8b,ANTI-HAEMORRHOID CREAM,drugs.csv,1.00,
init.fc9d5577-97d3-4661-b7c3-089aff41ee21,ANTI-HAEMORRHOID SUPP,drugs.csv,1.00,
init.77aa4678-c6ca-4558-b31c-4d313782e2af,CALCIUM GLUCONATE 1g/10ml INJ,drugs.csv,1.00,
init.0ad537ae-03dd-4241-bb0b-ca009500eccd,CHLORPHENAMINE 10mg/ml INJ,drugs.csv,1.00,
init.542fe91a-16db-4998-ae61-401bd2a7256b,DEXTROSE 10% 500ml BOTTLE,drugs.csv,1.00,
init.35c234d0-9abc-43f6-8236-ff54dfa9d015,DEXTROSE 5% 500ml BOTTLE,drugs.csv,1.00,
init.329246a2-977d-4f73-86eb-201253b1a282,DEXTROSE 10% 250ml BOTTLE,drugs.csv,1.00,
init.1f9ce610-0d70-4ff1-8b85-c2a12af307b7,DEXTROSE 50% 500ml BOTTLE,drugs.csv,1.00,
init.4338594c-3b41-4834-bfca-706ebe317efc,DEXTROSE 500ml BOTTLE,drugs.csv,1.00,
init.f22920cb-bdb5-4b2a-a626-dcfd04c5d25b,DILTIAZEM 5mg/ml INJ 25ml,drugs.csv,1.00,
init.f2e8d006-e681-49b7-b536-cca995db6eda,DOBUTAMINE 12.5mg/ml INJ,drugs.csv,1.00,
init.08bad8bb-f41a-4746-a1ea-5a82face16b3,DOPAMINE 40mg/ml INJ,drugs.csv,1.00,
init.c2357ca1-a872-451c-bf6d-29c4337a2c0c,ESOMEPRAZOLE 40mg,drugs.csv,1.00,
init.32eac53f-1476-46f6-aebc-a44483067804,GLYCERYL TRINITRATE 0.5mg TAB,drugs.csv,1.00,
init.35030dbf-2ade-4ef7-b74e-32735c87f7f3,HYDRALAZINE 20mg/ml INJ,drugs.csv,1.00,
